user_id,followers_count,official,top_user,high_quality
6781415979,1058782,0,0,0
1364882532,3213112,0,1,1
1640601392,23300880,1,1,1
1775895885,3045775,1,0,0
6979546667,343716,1,0,0
2287100321,330,0,0,0
3716356320,915,0,0,0
6459902245,81,0,0,0
7248137630,32,0,0,0
5112956155,24512,0,0,1
7765761474,12328,0,0,0
3261829251,121,0,0,0
3282016065,775,0,0,0
2255139900,5457,0,0,0
6428911302,34,0,0,0
7332577198,155,0,0,0
1778758223,29394300,1,1,1
1259295385,3003528,0,1,1
3248050592,4718689,0,0,0
1990437285,556511,1,0,1
2060029603,5056313,0,0,0
2028810631,104002863,0,1,1
7631161175,1320,0,0,0
6322200720,40,0,0,0
3748501453,123,0,0,0
7771152494,164,0,0,0
7630006951,16,0,0,0
6081681754,1249,0,0,0
5895918582,24,0,0,0
7365637203,4,0,0,0
6079191981,145,0,0,0
3207031054,1007,0,0,0
5693061269,1946,0,0,0
1590753120,4237551,1,1,0
5994464404,12044,0,0,0
6191235660,15,0,0,0
6364650715,3837,0,0,0
6611948651,3680,0,0,0
1986679210,1017319,1,1,0
1670442072,584,0,0,0
7126787359,433417,0,0,1
2904113697,200886,0,1,1
1760298927,237892,0,1,1
6570094663,16,0,0,0
5388240201,511245,1,1,1
1278689470,780192,0,1,1
1793641272,35789,0,0,1
2835206814,12,0,0,0
2590508312,566276,1,1,0
6184671955,70,0,0,0
2709979734,44905,0,0,0
5914314337,623,0,0,0
1082571587,291,0,0,0
2733235265,404054,1,0,0
1598057951,271275,0,1,1
1752724344,418656,1,1,1
5739039146,12,0,0,0
1222048541,63014,0,0,1
7397646384,1109876,0,1,1
1611935011,554839,1,1,1
6871953331,25571,0,0,1
1987671791,55610,0,0,0
6557156819,1,0,0,0
2807228564,2108,0,0,0
1752084877,168,0,0,0
2356166212,680154,0,1,1
7794996142,1,0,0,0
5707332518,41,0,0,0
6557110754,103,0,0,0
6250824982,10395691,0,1,1
5025837070,550,0,0,0
7523386243,2418,1,0,0
2786726442,411,0,0,0
2462728180,13765,1,0,0
6300853659,1235425,1,1,1
5558990115,215464,0,1,1
6275620467,251332,0,1,1
6275620464,347962,1,1,1
6077050046,41,0,0,0
6351311597,605501,1,1,1
3938875713,16693,1,0,1
3336555450,594,0,0,0
2202083193,752868,1,1,0
1351464251,7461,0,0,0
3810756123,131,0,0,0
5013190626,264,0,0,0
3991887161,35,0,0,0
1649173367,48409011,1,1,1
6335073030,1155,0,0,0
3308008187,145146,1,0,0
5715205379,4,0,0,0
2180592853,133,0,0,0
2725054373,403,0,0,0
2773162821,808,0,0,0
1007485310,2292,0,0,0
6681503244,116967,0,0,0
5692817874,77857,1,0,0
1764103430,167,0,0,0
1969791604,9857,0,0,1
5599411779,12497,0,0,0
1415943065,317,0,0,0
7729731318,4,0,0,0
7524021987,23842,0,0,0
7412292171,1005,0,0,0
3042118660,937355,1,1,0
2358739527,2061,0,0,0
1458441840,606741,0,1,1
7312088047,20,0,0,0
1280846847,4938841,1,1,1
6659747425,773,0,0,0
2642068921,12879,0,0,0
2821517197,281,0,0,0
7708571287,15,0,0,0
6242774409,20,0,0,0
2096456573,33950,0,0,1
1966122321,121355,1,0,1
2987700175,1066,0,0,0
1842706721,3075101,0,1,1
7608129977,287,0,0,0
1617264814,6791413,1,1,1
1960785875,11253220,1,1,1
3546332963,1800733,1,1,1
5650132452,124,0,0,0
1609162730,412,0,0,0
5629531573,13531,0,0,0
5406556651,76,0,0,0
2571350940,290867,0,1,1
3549916270,9690961,1,1,0
1806646411,129629,1,0,1
1461927561,281,0,0,0
3736523660,106,0,0,0
3579357257,195,0,0,0
6004230975,11,0,0,0
3910838491,4980,1,0,0
6313391623,114729,0,0,0
5281196573,90,0,0,0
5894826642,780,0,0,0
2267219482,193723,0,1,1
2730258260,88618,1,0,0
1990544621,575919,0,0,0
7647004834,42,0,0,0
7637562608,2846936,1,0,0
2560432091,18979797,1,0,0
1919155483,1681797,0,0,0
5681478953,1830471,1,0,0
1988524335,5925117,0,0,0
1881159861,3895110,0,0,0
2780457263,6859281,0,0,0
7739739305,67823,0,0,1
1154814271,14990136,1,1,1
1712686623,39301235,1,1,1
6202047422,11280,0,0,0
6510967420,66,0,0,0
6556355280,56,0,0,0
7312683859,38,0,0,0
5578012344,82,0,0,0
2017185695,30389,0,0,1
2298336843,14089,0,0,0
3982425411,190547,0,1,1
7770875208,182,0,0,0
2354297704,370,0,0,0
3753648114,258,0,0,0
2329558261,57007,1,0,0
7727522133,1,0,0,0
5710929000,115,0,0,0
6437435453,4615,1,0,0
7740604988,1,0,0,0
3624248184,150268,1,1,1
1970323953,333753,0,1,1
1864856880,166475,0,1,1
5526264300,1164,0,0,0
7676067894,4,0,0,0
5666482606,2086,0,0,0
6450367173,69379,0,0,0
3214972460,4869,1,0,0
3271839350,154062,1,1,0
3266943013,19063631,0,1,1
5688950804,111,0,0,0
5500540470,52208,1,0,0
2665774271,414231,1,1,0
2245124487,3,0,0,0
1988645095,3030189,1,1,1
2732415160,258,0,0,0
5100847700,600,0,0,0
6763249253,62,0,0,0
3241359300,3768,1,0,0
2490024952,10321,0,0,0
6602283447,946,0,0,0
5210964810,1,0,0,0
3306423467,746,0,0,0
3220372253,8614,0,0,0
5652233514,146,0,0,0
2598778565,5187,1,0,0
5798264901,87,0,0,0
1231495101,10063,0,0,0
6626376273,224274,1,1,0
1096536995,1165162,0,1,1
2610185440,1211209,0,1,1
6325198794,1244,0,0,0
3053154652,1002967,1,1,0
1416716861,14562,0,0,0
2965454367,14,0,0,0
7810712579,5994,0,0,0
1856313663,33438,0,0,1
2587066215,526,0,0,0
7490647708,9,0,0,0
1597150312,651931,0,0,0
2810373291,97078766,0,1,1
7805137517,53,0,0,0
5697926372,130803,0,1,1
1188203673,599135,0,1,1
5199529802,604,0,0,0
7274481542,1,0,0,0
7770644362,4,0,0,0
3780074280,21291,0,0,0
7733189179,9,0,0,0
5148153495,4165658,0,1,1
1642629063,5091315,1,1,1
1229253383,688605,0,1,1
6816324783,10626,0,0,0
7265025617,106,0,0,0
3334142714,609654,1,1,0
2102782455,554,0,0,0
5332902295,85,0,0,0
7791543472,121,0,0,0
5094103156,448629,1,1,0
5404172617,619,0,0,0
3164317445,271,0,0,0
1819638285,578580,1,1,1
3628218102,53771,1,0,0
2266718301,3724,0,0,0
5218198569,73431,1,0,0
5148538440,71056,0,0,1
5201555348,602,0,0,0
6098681340,595,0,0,0
2978464761,4517,1,0,0
1717751480,1354740,1,1,1
5909090164,225,0,0,0
2549737992,97096,1,0,0
2792770912,443698,0,1,1
7603488413,14119,0,0,0
5363265183,63,0,0,0
6851074126,506,0,0,0
2606243004,1789100,1,1,0
2469063713,3787,0,0,0
2759348142,3813777,0,1,0
5646676581,5121,0,0,0
1995643155,506,0,0,0
7448635697,1095,0,0,0
2294165474,1020889,1,1,0
5976947254,690,0,0,0
7476321673,26,0,0,0
2001530981,8503491,0,1,0
1715965461,83602,0,0,1
2907258567,102461,0,0,1
7653089520,22,0,0,0
5533825450,41,0,0,0
1884488621,7116195,1,1,1
5462296998,320,0,0,0
6266052932,1507,0,0,0
2159765687,979631,1,1,1
5146012001,159,0,0,0
1642591402,42468045,1,1,1
3814809146,310,0,0,0
5376369644,50646,1,0,0
7149856888,6,0,0,0
3696483081,296,0,0,0
5627430319,197825,0,0,1
5645540563,5,0,0,0
6121800060,40,0,0,0
5672197974,494,0,0,0
2499484125,47,0,0,0
3881660513,258841,1,0,0
2611712073,1774169,0,1,0
2892818962,1164515,1,1,0
6553437661,21,0,0,0
6912817457,65418,0,0,1
1996630484,724963,0,1,1
7055656387,3,0,0,0
3636637655,43,0,0,0
1839589511,168568,0,1,1
1911430687,250967,1,1,0
5012384433,483176,1,1,0
7569851658,11689,0,0,0
1462172755,5915,0,0,0
7619773996,686,0,0,0
6511558252,897,0,0,0
7628575891,59892,1,0,0
2248790587,87,0,0,0
5668124381,132,0,0,0
1409860465,23,0,0,0
7511896880,8,0,0,0
6520886180,822,0,0,0
2594662033,57814,1,0,1
7391171337,1564,0,0,0
7188358848,136,0,0,0
5497276987,71593,1,0,0
5707391129,61298,1,0,0
2676926163,103790,1,0,0
5545288723,82,0,0,0
7761780113,152262,0,1,1
2023322843,777,0,0,0
7800705247,1330,0,0,0
2170935297,1047,0,0,0
7401550237,25,0,0,0
5781141092,151,0,0,0
2386688200,92,0,0,0
1994268155,324,0,0,0
7267728314,1278,1,0,0
3957852156,274,0,0,0
1588232234,13599,0,0,1
7673274356,31,0,0,0
3804164949,157058,0,1,1
1600254913,201112,0,0,1
2212935665,35,0,0,0
6471851845,15,0,0,0
6057448573,647,0,0,0
7826915553,6,0,0,0
6804160385,16,0,0,0
2106558073,1997167,1,1,0
5678286341,287,0,0,0
1751267153,5132,0,0,0
1225324942,326038,0,1,1
6006454018,1165,0,0,0
1152309070,55,0,0,0
3669022182,273781,1,1,0
3308701735,17,0,0,0
5577852546,11439,0,0,0
5679508036,812614,0,1,1
7821348224,83,0,0,0
2627541840,182727,0,1,1
7787530259,4933,0,0,0
6027990673,319,0,0,0
6452231600,1169710,1,1,1
5270404756,1678,0,0,0
2288248145,553117,1,1,0
1726541135,75,0,0,0
1961066353,1074,0,0,0
7799312800,630,0,0,0
2002341525,213771,0,1,1
7391357072,899,0,0,0
2024623547,5688358,1,1,1
6054750101,211966,0,1,1
3533603800,639564,0,1,1
6282068158,50,0,0,0
7681143982,1123,0,0,0
5520090293,47,0,0,0
6577331182,1200,0,0,0
5857682133,28,0,0,0
6818200845,15732,0,0,1
7496571410,38,0,0,0
2576061177,651,0,0,0
7768978609,16765,0,0,0
2895499890,85254,1,0,0
2646432314,165,0,0,0
6573436138,463,0,0,0
2646882747,12542,1,0,0
5456440204,17562,1,0,0
1294967085,130279,1,0,1
2862004770,199219,0,1,1
1756984491,748,0,0,0
1092493017,472596,0,1,1
2769646261,306614,1,1,0
2497669417,681,0,0,0
1307427994,110,0,0,0
5964057961,69,0,0,0
2608275631,1067,0,0,0
6715513747,4580,1,0,0
3192193400,239401,1,1,0
2397860672,2085,1,0,0
1446388662,349849,0,1,1
6146166163,1277,0,0,0
2247527385,864663,0,1,1
1753234175,435144,1,1,1
3318140764,931919,1,1,1
2600917337,29064,0,0,0
7238435994,18,0,0,0
5513008507,240,0,0,0
3008634494,13036,1,0,0
1932383433,2590029,0,1,1
3678540251,62,0,0,0
1914175080,794566,1,0,0
7845049375,1970,0,0,0
5426715685,12704,1,0,0
1727472420,2336609,1,1,1
1729950970,635,0,0,0
6123439940,23,0,0,0
6066193547,3537415,0,1,1
5177106688,128,0,0,0
1412484181,215215,1,1,1
2636829647,1,0,0,0
5603075231,22249,1,0,0
2952390021,1289,0,0,0
5379712420,104,0,0,0
5209471765,48600,1,0,0
7555330682,21,0,0,0
6126526281,9826,0,0,0
7021313733,1030,0,0,0
1314608344,40448649,1,1,1
5168259491,1791438,1,1,1
3057540037,6422640,1,1,1
2241192755,14709,1,0,1
1600631892,4332,0,0,0
7353618057,14,0,0,0
2029902997,27343,0,0,1
2190031160,134600,0,0,1
5330085243,1285,0,0,0
2439288361,8604,1,0,0
1867064437,201552,1,0,0
6012309599,6,0,0,0
5579353678,249054,1,0,0
6020516658,1391302,1,1,1
3825438926,27,0,0,0
1923164415,633106,0,1,1
5729324309,705,0,0,0
6321395970,1309,0,0,0
7402893264,18,0,0,0
6708963227,10544,0,0,0
1323504965,299,0,0,0
5721335507,106,0,0,0
7852224409,1,0,0,0
1343506603,4049,0,0,0
1288915263,13084120,1,1,0
5403316585,80,0,0,0
5614531053,597790,0,1,1
1770181702,212996,0,1,0
2726417763,325917,0,1,1
5256500162,35,0,0,0
1974576991,31148745,1,1,1
2042962053,656107,0,1,1
1463057164,1437,0,0,0
7291239506,1066,0,0,0
5878886961,98,0,0,0
5043101733,38216,0,0,0
5029846162,11620,0,0,0
1403842922,830543,1,1,1
6169117411,44,0,0,0
7194336742,65,0,0,0
2465630885,384979,1,1,0
1117069645,126067,1,0,1
1849742040,169000,0,0,1
2769663633,9437,1,0,0
2831541162,73543,1,0,1
3878180922,150842,1,0,0
2722985737,4798,1,0,0
5707124254,108,0,0,0
6362239832,17,0,0,0
6121614703,11,0,0,0
3181457755,231,0,0,0
5995589122,4075553,0,1,1
2603611447,143454,1,1,1
5854781447,79,0,0,0
1762253415,143722,0,1,1
1893761531,4535653,1,1,1
5653224448,62,0,0,0
1970856513,169,0,0,0
1692175385,1201,0,0,0
3170858213,405,0,0,0
6147919893,14,0,0,0
2640874801,958974,1,1,0
2035162954,28022,0,0,1
6128781699,2448,0,0,0
3403323454,459,0,0,0
1966245651,122796,0,1,1
5223877457,56,0,0,0
2813643203,3807,0,0,0
7417822435,8,0,0,0
7721818000,11,0,0,0
5238896133,70,0,0,0
1717688093,212,0,0,0
3924812700,454386,1,1,0
1651551384,2408,0,0,0
7486810429,2400,0,0,0
1255595687,723629,0,1,1
5263565288,79,0,0,0
5044281310,31956207,1,1,1
5796308230,127,0,0,0
6000133672,104,0,0,0
1812500323,568,0,0,0
5544008850,43,0,0,0
6166805925,1055635,1,1,1
1065190973,262611,1,1,0
7007622412,14712,0,0,0
2416703864,7448,0,0,1
2900118455,1638473,1,1,1
2267497533,22200,1,0,1
6661107822,8,0,0,0
5092626948,182,0,0,0
1742737667,1701,0,0,0
2529976301,106781,1,0,1
7702695998,475,0,0,0
5303796868,13219,1,0,0
2361849117,347307,1,1,1
1737296687,212,0,0,0
6030772210,40,0,0,0
2460585050,108595,1,0,0
1641269261,203,0,0,0
5863088542,82,0,0,0
1942136003,244,0,0,0
5020166411,1050,0,0,0
1598234961,488,0,0,0
7817156661,2,0,0,0
5104658594,40801,1,0,0
2942982592,2366303,1,1,0
1300807971,7213,0,0,1
3156358147,1774899,1,1,0
2634502022,319788,1,0,0
1783280805,608,0,0,0
7431087771,304,0,0,0
1230541184,6546,0,0,1
2358561864,18404,1,0,0
5677755996,2,0,0,0
1791058743,774481,0,1,1
3600212560,1793,0,0,0
2590506062,1069322,1,1,0
2746403227,788,0,0,0
3105680567,443779,0,1,1
1893204962,345120,0,1,0
1760353223,1,0,0,0
1874592881,103444,0,0,1
6422756256,1479,0,0,0
3253259703,634538,1,1,0
1729399083,137393,1,0,0
6083604654,78,0,0,0
7587078521,10447,0,0,0
7010470108,37,0,0,0
2480366293,205,0,0,0
2675070131,199646,1,0,0
2358203003,1090065,1,1,0
3579338572,192016,1,1,1
1089530277,1076,0,0,0
7720060958,63,0,0,0
1253139560,4067521,0,1,1
2944647851,218,0,0,0
7314092515,31,0,0,0
6287007593,139,0,0,0
1756678821,179,0,0,0
1629760614,506676,0,1,1
7789486996,1528,0,0,0
7793106617,8,0,0,0
3717951975,122763,1,0,0
5593508545,31,0,0,0
